WARNING 2023-11-06 03:31:27,099 log Not Found: /Core/Skin/Login.aspx
ERROR 2023-11-06 07:41:34,248 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:34,250 log Bad Request: /base.cfm
ERROR 2023-11-06 07:41:34,397 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:34,399 log Bad Request: /indice.jsa
ERROR 2023-11-06 07:41:34,546 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:34,548 log Bad Request: /default.jsp
ERROR 2023-11-06 07:41:34,696 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:34,698 log Bad Request: /inicio.pl
ERROR 2023-11-06 07:41:34,846 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:34,848 log Bad Request: /base.asp
ERROR 2023-11-06 07:41:34,997 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:34,999 log Bad Request: /admin.jsa
ERROR 2023-11-06 07:41:35,147 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:35,149 log Bad Request: /admin.asp
ERROR 2023-11-06 07:41:35,297 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:35,299 log Bad Request: /main.cgi
ERROR 2023-11-06 07:41:35,447 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:35,449 log Bad Request: /admin.cgi
ERROR 2023-11-06 07:41:35,597 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:35,599 log Bad Request: /inicio.cgi
ERROR 2023-11-06 07:41:35,747 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:35,749 log Bad Request: /indice.jsp
ERROR 2023-11-06 07:41:35,897 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:35,899 log Bad Request: /home.jsp
ERROR 2023-11-06 07:41:36,046 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:36,048 log Bad Request: /start.html
ERROR 2023-11-06 07:41:36,197 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:36,199 log Bad Request: /localstart.aspx
ERROR 2023-11-06 07:41:36,346 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:36,348 log Bad Request: /localstart.jsp
ERROR 2023-11-06 07:41:36,497 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:36,498 log Bad Request: /indice.jhtml
ERROR 2023-11-06 07:41:36,646 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:36,648 log Bad Request: /main.asp
ERROR 2023-11-06 07:41:36,796 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:36,797 log Bad Request: /default.jsa
ERROR 2023-11-06 07:41:36,945 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:36,947 log Bad Request: /inicio.cfm
ERROR 2023-11-06 07:41:37,096 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:37,098 log Bad Request: /main.html
ERROR 2023-11-06 07:41:37,246 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:37,247 log Bad Request: /admin.cfm
ERROR 2023-11-06 07:41:37,395 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:37,397 log Bad Request: /start.aspx
ERROR 2023-11-06 07:41:37,544 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:37,545 log Bad Request: /main.pl
ERROR 2023-11-06 07:41:37,694 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:37,695 log Bad Request: /admin.jsp
ERROR 2023-11-06 07:41:37,842 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:37,844 log Bad Request: /index.aspx
ERROR 2023-11-06 07:41:37,992 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:37,994 log Bad Request: /inicio.jsa
ERROR 2023-11-06 07:41:38,143 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:38,145 log Bad Request: /indice.pl
ERROR 2023-11-06 07:41:38,292 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:38,294 log Bad Request: /inicio.html
ERROR 2023-11-06 07:41:38,441 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:38,443 log Bad Request: /indice.cgi
ERROR 2023-11-06 07:41:38,590 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:38,592 log Bad Request: /inicio.aspx
ERROR 2023-11-06 07:41:38,740 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:38,741 log Bad Request: /base.php
ERROR 2023-11-06 07:41:38,889 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:38,891 log Bad Request: /menu.aspx
ERROR 2023-11-06 07:41:39,040 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:39,042 log Bad Request: /menu.cfm
ERROR 2023-11-06 07:41:39,190 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:39,191 log Bad Request: /start.asp
ERROR 2023-11-06 07:41:39,340 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:39,342 log Bad Request: /main.jsp
ERROR 2023-11-06 07:41:39,491 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:39,492 log Bad Request: /default.asp
ERROR 2023-11-06 07:41:39,641 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:39,643 log Bad Request: /start.pl
ERROR 2023-11-06 07:41:39,792 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:39,793 log Bad Request: /localstart.asp
ERROR 2023-11-06 07:41:39,943 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:39,944 log Bad Request: /index.asp
ERROR 2023-11-06 07:41:40,092 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:40,094 log Bad Request: /localstart.php
ERROR 2023-11-06 07:41:40,241 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:40,243 log Bad Request: /localstart.cfm
ERROR 2023-11-06 07:41:40,392 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:40,393 log Bad Request: /main.aspx
ERROR 2023-11-06 07:41:40,540 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:40,542 log Bad Request: /start.php
ERROR 2023-11-06 07:41:40,690 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:40,692 log Bad Request: /index.shtml
ERROR 2023-11-06 07:41:40,840 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:40,841 log Bad Request: /start.jsp
ERROR 2023-11-06 07:41:40,989 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:40,991 log Bad Request: /home.html
ERROR 2023-11-06 07:41:41,139 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:41,141 log Bad Request: /base.pl
ERROR 2023-11-06 07:41:41,288 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:41,290 log Bad Request: /start.jhtml
ERROR 2023-11-06 07:41:41,439 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:41,440 log Bad Request: /indice.php
ERROR 2023-11-06 07:41:41,588 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:41,589 log Bad Request: /indice.asp
ERROR 2023-11-06 07:41:41,737 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:41,739 log Bad Request: /main.jhtml
ERROR 2023-11-06 07:41:41,887 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:41,889 log Bad Request: /start.shtml
ERROR 2023-11-06 07:41:42,037 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,039 log Bad Request: /home.cgi
ERROR 2023-11-06 07:41:42,186 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,188 log Bad Request: /main.shtml
ERROR 2023-11-06 07:41:42,336 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,338 log Bad Request: /default.shtml
ERROR 2023-11-06 07:41:42,486 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,488 log Bad Request: /localstart.cgi
ERROR 2023-11-06 07:41:42,593 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,595 log Bad Request: /main.jsa
ERROR 2023-11-06 07:41:42,606 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,607 log Bad Request: /default.aspx
ERROR 2023-11-06 07:41:42,617 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,619 log Bad Request: /inicio.shtml
ERROR 2023-11-06 07:41:42,630 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,632 log Bad Request: /indice.cfm
ERROR 2023-11-06 07:41:42,642 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,644 log Bad Request: /menu.php
ERROR 2023-11-06 07:41:42,655 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,657 log Bad Request: /main.cfm
ERROR 2023-11-06 07:41:42,668 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,670 log Bad Request: /menu.jhtml
ERROR 2023-11-06 07:41:42,681 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,682 log Bad Request: /indice.html
ERROR 2023-11-06 07:41:42,692 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,694 log Bad Request: /home.pl
ERROR 2023-11-06 07:41:42,704 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,706 log Bad Request: /indice.aspx
ERROR 2023-11-06 07:41:42,716 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,717 log Bad Request: /localstart.pl
ERROR 2023-11-06 07:41:42,729 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,730 log Bad Request: /admin.jhtml
ERROR 2023-11-06 07:41:42,740 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,742 log Bad Request: /index.cgi
ERROR 2023-11-06 07:41:42,834 exception Invalid HTTP_HOST header: '/run/gunicorn.sock:'. The domain name provided is not valid according to RFC 1034/1035.
WARNING 2023-11-06 07:41:42,836 log Bad Request: /
ERROR 2023-11-06 07:41:42,984 exception Invalid HTTP_HOST header: 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com'. You may need to add 'ec2-54-206-144-94.ap-southeast-2.compute.amazonaws.com' to ALLOWED_HOSTS.
WARNING 2023-11-06 07:41:42,986 log Bad Request: /
WARNING 2023-11-06 07:47:35,489 log Not Found: /robots.txt
WARNING 2023-11-06 07:55:10,661 log Not Found: /sitemap_index.xml
WARNING 2023-11-06 08:06:49,801 log Not Found: /apple-touch-icon-120x120-precomposed.png
WARNING 2023-11-06 08:06:49,819 log Not Found: /apple-touch-icon-120x120.png
WARNING 2023-11-06 08:09:12,574 log Not Found: /wp-load.php
WARNING 2023-11-06 08:09:15,326 log Not Found: /style.php
WARNING 2023-11-06 08:09:16,847 log Not Found: /wp-admin/style.php
WARNING 2023-11-06 08:09:19,767 log Not Found: /s_e.php
WARNING 2023-11-06 08:09:22,464 log Not Found: /s_ne.php
WARNING 2023-11-06 08:09:25,348 log Not Found: /1index.php
WARNING 2023-11-06 08:09:28,149 log Not Found: /radio.php
WARNING 2023-11-06 08:09:30,913 log Not Found: /doc.php
WARNING 2023-11-06 08:09:34,088 log Not Found: /wp_wrong_datlib.php
WARNING 2023-11-06 08:09:37,162 log Not Found: /beence.php
WARNING 2023-11-06 08:09:39,908 log Not Found: /ups.php
WARNING 2023-11-06 08:09:44,862 log Not Found: /wp-signin.php
WARNING 2023-11-06 08:09:47,881 log Not Found: /media-admin.php
WARNING 2023-11-06 08:09:51,145 log Not Found: /export.php
WARNING 2023-11-06 08:09:52,495 log Not Found: /wp-content/export.php
WARNING 2023-11-06 08:09:55,829 log Not Found: /wp-includes/wp-class.php
WARNING 2023-11-06 08:09:59,035 log Not Found: /wp-includes/wp-atom.php
WARNING 2023-11-06 08:10:01,891 log Not Found: /wp-includes/images/css.php
WARNING 2023-11-06 08:10:02,958 log Not Found: /wp-includes/css/css.php
WARNING 2023-11-06 08:10:05,979 log Not Found: /defau1t.php
WARNING 2023-11-06 08:10:10,128 log Not Found: /moduless.php
WARNING 2023-11-06 08:10:12,935 log Not Found: /wp-booking.php
WARNING 2023-11-06 08:10:15,467 log Not Found: /wp-content/plugins/backup_index.php
WARNING 2023-11-06 08:10:18,092 log Not Found: /wp-content/mu-plugins/db-safe-mode.php
WARNING 2023-11-06 08:10:20,660 log Not Found: /wp-includes/css/wp-config.php
WARNING 2023-11-06 08:10:23,079 log Not Found: /config.bak.php
WARNING 2023-11-06 08:10:23,976 log Not Found: /wp-content/themes/config.bak.php
WARNING 2023-11-06 08:10:26,897 log Not Found: /legion.php
WARNING 2023-11-06 08:10:29,599 log Not Found: /wp-content/plugins/wpconfig.bak.php
WARNING 2023-11-06 08:10:32,681 log Not Found: /wp-plugins.php
WARNING 2023-11-06 08:10:35,272 log Not Found: /gank.php.PhP
WARNING 2023-11-06 08:10:38,444 log Not Found: /wp-content/db-cache.php
WARNING 2023-11-06 08:10:41,957 log Not Found: /archives.php
WARNING 2023-11-06 08:10:44,857 log Not Found: /defau11.php
WARNING 2023-11-06 08:10:47,865 log Not Found: /wp-content/outcms.php
WARNING 2023-11-06 08:10:50,965 log Not Found: /system_log.php
WARNING 2023-11-06 08:10:54,600 log Not Found: /wp-backup-sql-302.php
WARNING 2023-11-06 08:10:56,991 log Not Found: /error.php
WARNING 2023-11-06 08:11:36,939 log Not Found: /Core/Skin/Login.aspx
WARNING 2023-11-06 08:12:45,299 log Not Found: /ALFA_DATA
WARNING 2023-11-06 08:12:48,843 log Not Found: /alfacgiapi
WARNING 2023-11-06 08:12:59,479 log Not Found: /cgialfa
WARNING 2023-11-06 08:13:10,964 log Not Found: /.well-known/ALFA_DATA
WARNING 2023-11-06 08:13:14,163 log Not Found: /.well-known/alfacgiapi
WARNING 2023-11-06 08:13:17,748 log Not Found: /.well-known/cgialfa
WARNING 2023-11-06 08:13:20,956 log Not Found: /wp-content/uploads/ALFA_DATA
WARNING 2023-11-06 08:13:23,435 log Not Found: /wp-content/uploads/alfacgiapi
WARNING 2023-11-06 08:13:26,429 log Not Found: /wp-content/uploads/cgialfa
WARNING 2023-11-06 08:13:29,344 log Not Found: /wp-includes/ALFA_DATA
WARNING 2023-11-06 08:13:32,303 log Not Found: /wp-includes/alfacgiapi
WARNING 2023-11-06 08:13:34,521 log Not Found: /wp-includes/cgialfa
WARNING 2023-11-06 08:13:37,260 log Not Found: /wp-admin/ALFA_DATA
WARNING 2023-11-06 08:13:39,751 log Not Found: /wp-admin/alfacgiapi
WARNING 2023-11-06 08:13:42,079 log Not Found: /wp-admin/cgialfa
WARNING 2023-11-06 08:13:44,691 log Not Found: /wp-content/ALFA_DATA
WARNING 2023-11-06 08:13:46,972 log Not Found: /wp-content/alfacgiapi
WARNING 2023-11-06 08:13:49,080 log Not Found: /wp-content/cgialfa
WARNING 2023-11-06 08:13:51,826 log Not Found: /templates/beez3/ALFA_DATA
WARNING 2023-11-06 08:13:53,963 log Not Found: /templates/beez3/alfacgiapi
WARNING 2023-11-06 08:13:56,652 log Not Found: /templates/beez3/cgialfa
WARNING 2023-11-06 08:13:58,970 log Not Found: /sites/default/files/ALFA_DATA
WARNING 2023-11-06 08:14:01,548 log Not Found: /sites/default/files/alfacgiapi
WARNING 2023-11-06 08:14:03,600 log Not Found: /sites/default/files/cgialfa
WARNING 2023-11-06 08:14:43,448 log Not Found: /wp-content/plugins/ubh/up.php
WARNING 2023-11-06 08:16:45,372 log Not Found: /index.php
WARNING 2023-11-06 08:16:46,724 log Not Found: /olux.php
WARNING 2023-11-06 08:16:47,902 log Not Found: /xleet.php
WARNING 2023-11-06 08:16:56,975 log Not Found: /wso.php
